,AGE4,INCOME,D6,D8,D9C,D18,D26,MARITAL,EDUC4,RACETHNICITY,GENDER,HHSIZE,INCOME_recode,AGE4_recode,D6_recode,D8_recode,D9C_recode,D18_recode,D26_recode,MARITAL_recode,EDUC4_recode,RACETHNICITY_recode,GENDER_recode
1782,60+,"$20,000 to $24,999",Good,Everyday,Sometimes,Retired and not working at all,Rural area,Separated,No HS diploma,"Black, non-Hispanic",Male,1,5,4,3,7,3,3,1,2,1,4,2
1783,60+,"$85,000 to $99,999",Very good,Several times a week,Sometimes,Retired and not working at all,Urban and mostly residential,Never married,BA or above,Hispanic,Male,2,13,4,4,6,3,3,2,1,4,2,2
1784,60+,"$30,000 to $34,999",Good,Everyday,Sometimes,Retired and not working at all,Small town,Widowed,HS graduate or equivalent,"White, non-Hispanic",Female,1,7,4,3,7,3,3,1,2,2,1,1
1785,30-44,"$125,000 to $149,999",Good,Several times a week,Often,Or are you not in the labor force for other reasons,Suburban and mostly residential,Separated,Some college,"2+, non-Hispanic",Female,6,15,2,3,6,4,4,2,2,3,3,1
1786,60+,"$25,000 to $29,999",Good,Everyday,Rarely,Retired and not working at all,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Male,3,6,4,3,7,2,3,2,0,3,1,2
1787,45-59,"$60,000 to $74,999",Good,Several times a week,Sometimes,Employed part-time,Urban and mostly residential,Married,Some college,"White, non-Hispanic",Female,2,11,3,3,6,3,2,2,0,3,1,1
1788,45-59,"$50,000 to $59,999",Good,Once every 2 or 3 weeks,Sometimes,Employed full-time,Suburban and mostly residential,Divorced,BA or above,"Black, non-Hispanic",Female,4,10,3,3,4,3,1,2,2,4,4,1
1789,45-59,"$15,000 to $19,999",Very good,Several times a week,Rarely,Employed part-time,"Urban near mix of offices, apartments and shops",Married,BA or above,Hispanic,Male,1,4,3,4,6,2,2,2,0,4,2,2
1790,30-44,"$50,000 to $59,999",Excellent,Several times a week,Never,Employed full-time,Urban and mostly residential,Never married,BA or above,Hispanic,Male,1,10,2,5,6,1,1,2,1,4,2,2
1791,18-29,"$50,000 to $59,999",Very good,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,2,10,1,4,7,1,1,2,1,4,1,2
1792,30-44,"$10,000 to $14,999",Good,Everyday,Rarely,Self-employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,Hispanic,Female,5,3,2,3,7,2,2,2,1,3,2,1
1793,30-44,"$50,000 to $59,999",Very good,Everyday,Rarely,Self-employed full-time,Urban and mostly residential,Separated,Some college,"White, non-Hispanic",Male,2,10,2,4,7,2,1,2,2,3,1,2
1794,60+,"$40,000 to $49,999",Good,Once a week,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"Black, non-Hispanic",Female,2,9,4,3,5,1,3,2,2,3,4,1
1796,30-44,"$75,000 to $84,999",Good,Once a week,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,Hispanic,Male,1,12,2,3,5,3,1,2,1,4,2,2
1797,60+,"$40,000 to $49,999",Good,Once a week,Never,Retired and not working at all,Rural area,Divorced,Some college,"White, non-Hispanic",Female,1,9,4,3,5,1,3,1,2,3,1,1
1798,60+,"$40,000 to $49,999",Fair,Several times a week,Sometimes,Employed full-time,Rural area,Married,Some college,"White, non-Hispanic",Female,2,9,4,2,6,3,1,1,0,3,1,1
1799,18-29,"$125,000 to $149,999",Very good,Everyday,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Female,3,15,1,4,7,2,1,2,2,3,1,1
1800,30-44,"$35,000 to $39,999",Excellent,Once a week,Sometimes,Or are you not in the labor force for other reasons,Small town,Married,HS graduate or equivalent,"2+, non-Hispanic",Female,6,8,2,5,5,3,4,1,0,2,3,1
1801,45-59,"$25,000 to $29,999",Fair,Once a week,Often,Employed full-time,"Urban near mix of offices, apartments and shops",Married,Some college,Hispanic,Male,3,6,3,2,5,4,1,2,0,3,2,2
1802,30-44,"$10,000 to $14,999",Good,Several times a week,Sometimes,Employed full-time,Suburban and mostly residential,Married,HS graduate or equivalent,"Black, non-Hispanic",Male,3,3,2,3,6,3,1,2,0,2,4,2
1803,18-29,"$25,000 to $29,999",Very good,Everyday,Never,Employed full-time,Suburban and mostly residential,Never married,Some college,"White, non-Hispanic",Female,2,6,1,4,7,1,1,2,1,3,1,1
1804,18-29,"$200,000 or more",Good,Less than monthly,Rarely,Employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,Hispanic,Male,4,18,1,3,2,2,2,2,1,3,2,2
1805,18-29,"$60,000 to $74,999",Very good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Never married,HS graduate or equivalent,"White, non-Hispanic",Male,5,11,1,4,6,1,1,2,1,2,1,2
1806,30-44,"$75,000 to $84,999",Very good,Several times a week,Never,Self-employed full-time,Urban and mostly residential,Never married,HS graduate or equivalent,Hispanic,Male,4,12,2,4,6,1,1,2,1,2,2,2
1807,60+,"$60,000 to $74,999",Very good,Several times a week,Rarely,Retired and not working at all,Rural area,Never married,BA or above,"White, non-Hispanic",Male,1,11,4,4,6,2,3,1,1,4,1,2
1808,18-29,"$60,000 to $74,999",Excellent,Less than monthly,Sometimes,Employed full-time,Suburban and mostly residential,Never married,Some college,Hispanic,Male,3,11,1,5,2,3,1,2,1,3,2,2
1809,45-59,"$100,000 to $124,999",Very good,Once every 2 or 3 weeks,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Male,4,14,3,4,4,1,1,2,0,3,1,2
1810,30-44,"Less than $5,000",Very good,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Separated,HS graduate or equivalent,Hispanic,Female,2,1,2,4,7,1,1,2,2,2,2,1
1811,60+,"$50,000 to $59,999",Good,Several times a week,Never,Employed part-time,Small town,Widowed,Some college,"Black, non-Hispanic",Female,4,10,4,3,6,1,2,1,2,3,4,1
1812,60+,"$150,000 to $174,999",Very good,Everyday,Never,Retired and not working at all,Small town,Widowed,BA or above,"White, non-Hispanic",Female,2,16,4,4,7,1,3,1,2,4,1,1
1813,30-44,"$60,000 to $74,999",Very good,Everyday,Sometimes,Employed full-time,Small town,Married,BA or above,"Asian, non-Hispanic",Female,4,11,2,4,7,3,1,1,0,4,5,1
1814,45-59,"$50,000 to $59,999",Good,Once a month,Never,Unemployed and looking for work,Rural area,Married,Some college,"White, non-Hispanic",Male,5,10,3,3,3,1,4,1,0,3,1,2
1815,18-29,"$15,000 to $19,999",Very good,Everyday,Never,Employed full-time,Small town,Married,Some college,"Black, non-Hispanic",Female,4,4,1,4,7,1,1,1,0,3,4,1
1816,45-59,"$25,000 to $29,999",Fair,Everyday,Never,Retired and not working at all,Rural area,Married,BA or above,"White, non-Hispanic",Male,2,6,3,2,7,1,3,1,0,4,1,2
1817,45-59,"$75,000 to $84,999",Good,Several times a week,Never,Unemployed and looking for work,Urban and mostly residential,Living with partner,HS graduate or equivalent,Hispanic,Male,2,12,3,3,6,1,4,2,1,2,2,2
1818,18-29,"$85,000 to $99,999",Very good,Everyday,Sometimes,Employed full-time,Urban and mostly residential,Never married,BA or above,"White, non-Hispanic",Female,2,13,1,4,7,3,1,2,1,4,1,1
1819,60+,"$125,000 to $149,999",Very good,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Female,2,15,4,4,7,1,1,2,1,4,1,1
1820,30-44,"$75,000 to $84,999",Good,Several times a week,Sometimes,Employed full-time,Urban and mostly residential,Never married,BA or above,"Black, non-Hispanic",Female,4,12,2,3,6,3,1,2,1,4,4,1
1821,45-59,"$40,000 to $49,999",Fair,Once a month,Often,Retired and not working at all,Suburban and mostly residential,Married,Some college,Hispanic,Female,4,9,3,2,3,4,3,2,0,3,2,1
1822,18-29,"$100,000 to $124,999",Very good,Several times a week,Rarely,Self-employed full-time,Urban and mostly residential,Never married,BA or above,"Asian, non-Hispanic",Female,3,14,1,4,6,2,1,2,1,4,5,1
1823,18-29,"$100,000 to $124,999",Very good,Everyday,Sometimes,Employed full-time,Rural area,Never married,BA or above,"Black, non-Hispanic",Female,4,14,1,4,7,3,1,1,1,4,4,1
1824,60+,"$150,000 to $174,999",Very good,Several times a week,Never,Retired and not working at all,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Female,1,16,4,4,6,1,3,2,1,4,1,1
1825,30-44,"$40,000 to $49,999",Excellent,Everyday,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Male,1,9,2,5,7,2,1,2,1,3,1,2
1827,60+,"$35,000 to $39,999",Good,Several times a week,Rarely,Retired and not working at all,"Urban near mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Female,1,8,4,3,6,2,3,2,2,3,1,1
1828,60+,"$10,000 to $14,999",Very good,Everyday,Sometimes,Or are you not in the labor force for other reasons,Urban and mostly residential,Married,HS graduate or equivalent,Hispanic,Female,2,3,4,4,7,3,4,2,0,2,2,1
1829,30-44,"$5,000 to $9,999",Very good,Everyday,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,Hispanic,Female,1,2,2,4,7,2,1,2,2,3,2,1
1830,60+,"$5,000 to $9,999",Fair,Several times a week,Sometimes,Retired and not working at all,Urban and mostly residential,Divorced,No HS diploma,"White, non-Hispanic",Female,1,2,4,2,6,3,3,2,2,1,1,1
1831,30-44,"$15,000 to $19,999",Very good,Once a month,Rarely,Self-employed part-time,"Suburban with a mix of offices, apartments and shops",Married,HS graduate or equivalent,Hispanic,Female,5,4,2,4,3,2,2,2,0,2,2,1
1832,60+,"$40,000 to $49,999",Good,Several times a week,Rarely,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Divorced,BA or above,"White, non-Hispanic",Male,1,9,4,3,6,2,3,2,2,4,1,2
1833,18-29,"$30,000 to $34,999",Good,Once a week,Often,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,Hispanic,Male,1,7,1,3,5,4,1,2,1,4,2,2
1834,45-59,"$5,000 to $9,999",Very good,Everyday,Never,Employed part-time,Small town,Divorced,Some college,"White, non-Hispanic",Female,3,2,3,4,7,1,2,1,2,3,1,1
1835,30-44,"$200,000 or more",Excellent,Once a week,Rarely,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,2,18,2,5,5,2,1,2,0,4,1,1
1836,45-59,"Less than $5,000",Poor,Once a week,Often,Or are you not in the labor force for other reasons,Small town,Never married,Some college,"White, non-Hispanic",Female,1,1,3,1,5,4,4,1,1,3,1,1
1837,18-29,"$150,000 to $174,999",Very good,Several times a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"Black, non-Hispanic",Female,5,16,1,4,6,1,1,2,1,4,4,1
1838,30-44,"$85,000 to $99,999",Excellent,Several times a week,Never,Self-employed full-time,Suburban and mostly residential,Married,Some college,Hispanic,Male,3,13,2,5,6,1,1,2,0,3,2,2
1839,18-29,"$25,000 to $29,999",Excellent,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,BA or above,Hispanic,Female,2,6,1,5,7,1,1,2,0,4,2,1
1840,60+,"$100,000 to $124,999",Excellent,Several times a week,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,2,14,4,5,6,1,1,2,0,4,1,1
1841,30-44,"$100,000 to $124,999",Good,Once a week,Rarely,Employed full-time,Suburban and mostly residential,Never married,BA or above,"Asian, non-Hispanic",Male,5,14,2,3,5,2,1,2,1,4,5,2
1842,45-59,"$85,000 to $99,999",Good,Several times a week,Never,Self-employed full-time,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,"Black, non-Hispanic",Male,2,13,3,3,6,1,1,2,1,3,4,2
1843,30-44,"$20,000 to $24,999",Fair,Never,Never,Self-employed full-time,"Urban near mix of offices, apartments and shops",Divorced,No HS diploma,Hispanic,Female,4,5,2,2,1,1,1,2,2,1,2,1
1844,30-44,"$40,000 to $49,999",Excellent,Once a week,Never,Employed full-time,Suburban and mostly residential,Separated,Some college,Hispanic,Female,1,9,2,5,5,1,1,2,2,3,2,1
1845,18-29,"$20,000 to $24,999",Very good,Once every 2 or 3 weeks,Often,Employed part-time,Small town,Never married,Some college,"Black, non-Hispanic",Male,3,5,1,4,4,4,2,1,1,3,4,2
1846,18-29,"$60,000 to $74,999",Good,Once a month,Sometimes,Employed part-time,Suburban and mostly residential,Never married,HS graduate or equivalent,"Black, non-Hispanic",Male,3,11,1,3,3,3,2,2,1,2,4,2
1847,45-59,"$40,000 to $49,999",Very good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Divorced,Some college,Hispanic,Female,1,9,3,4,6,1,1,2,2,3,2,1
1848,18-29,"$30,000 to $34,999",Very good,Everyday,Never,Retired and not working at all,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,6,7,1,4,7,1,3,2,0,3,1,1
1849,30-44,"$40,000 to $49,999",Fair,Several times a week,Often,Or are you not in the labor force for other reasons,Rural area,Married,BA or above,"2+, non-Hispanic",Female,2,9,2,2,6,4,4,1,0,4,3,1
1850,60+,"$125,000 to $149,999",Excellent,Several times a week,Never,Retired and not working at all,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,15,4,5,6,1,3,2,0,4,1,2
1851,60+,"$20,000 to $24,999",Excellent,Everyday,Never,Retired and not working at all,Small town,Married,Some college,"Other, non-Hispanic",Female,2,5,4,5,7,1,3,1,0,3,6,1
1852,45-59,"$15,000 to $19,999",Very good,Everyday,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Male,2,4,3,4,7,3,1,2,1,3,1,2
1853,60+,"$150,000 to $174,999",Very good,Several times a week,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Male,1,16,4,4,6,3,1,2,2,3,1,2
1854,30-44,"$20,000 to $24,999",Good,Once a week,Sometimes,Employed full-time,Small town,Never married,Some college,"Black, non-Hispanic",Female,2,5,2,3,5,3,1,1,1,3,4,1
1855,18-29,"$85,000 to $99,999",Excellent,Once a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,"Black, non-Hispanic",Male,4,13,1,5,5,3,1,2,1,2,4,2
1856,60+,"$125,000 to $149,999",Very good,Everyday,Rarely,Retired and not working at all,Suburban and mostly residential,Widowed,BA or above,"White, non-Hispanic",Female,1,15,4,4,7,2,3,2,2,4,1,1
1857,18-29,"$85,000 to $99,999",Very good,Several times a week,Sometimes,Employed full-time,Urban and mostly residential,Never married,Some college,"White, non-Hispanic",Female,2,13,1,4,6,3,1,2,1,3,1,1
1858,18-29,"$15,000 to $19,999",Excellent,Everyday,Never,Employed full-time,Urban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,1,4,1,5,7,1,1,2,1,3,4,1
1859,60+,"$200,000 or more",Good,Everyday,Never,Retired and not working at all,Rural area,Married,Some college,"White, non-Hispanic",Female,2,18,4,3,7,1,3,1,0,3,1,1
1860,18-29,"$20,000 to $24,999",Very good,Several times a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Married,HS graduate or equivalent,"White, non-Hispanic",Female,3,5,1,4,6,2,1,2,0,2,1,1
1861,30-44,"$30,000 to $34,999",Very good,Once a week,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,Hispanic,Female,3,7,2,4,5,2,1,2,1,3,2,1
1862,45-59,"$100,000 to $124,999",Good,Several times a week,Never,Employed full-time,Suburban and mostly residential,Married,Some college,Hispanic,Female,2,14,3,3,6,1,1,2,0,3,2,1
1863,18-29,"$50,000 to $59,999",Good,Once every 2 or 3 weeks,Often,Unemployed and looking for work,Suburban and mostly residential,Living with partner,Some college,"White, non-Hispanic",Female,2,10,1,3,4,4,4,2,1,3,1,1
1864,45-59,"$40,000 to $49,999",Excellent,Several times a week,Never,Unemployed and looking for work,Suburban and mostly residential,Never married,BA or above,"White, non-Hispanic",Male,1,9,3,5,6,1,4,2,1,4,1,2
1865,18-29,"$60,000 to $74,999",Excellent,Everyday,Never,Employed full-time,Suburban and mostly residential,Never married,Some college,"Black, non-Hispanic",Male,5,11,1,5,7,1,1,2,1,3,4,2
1866,30-44,"$60,000 to $74,999",Very good,Several times a week,Sometimes,Employed full-time,Rural area,Living with partner,Some college,"White, non-Hispanic",Female,5,11,2,4,6,3,1,1,1,3,1,1
1867,45-59,"$75,000 to $84,999",Good,Everyday,Never,Employed part-time,Suburban and mostly residential,Divorced,HS graduate or equivalent,"White, non-Hispanic",Female,4,12,3,3,7,1,2,2,2,2,1,1
1868,30-44,"$25,000 to $29,999",Fair,Everyday,Never,Employed full-time,Urban and mostly residential,Divorced,HS graduate or equivalent,"White, non-Hispanic",Male,2,6,2,2,7,1,1,2,2,2,1,2
1869,60+,"$50,000 to $59,999",Very good,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,3,10,4,4,7,1,1,2,0,3,1,1
1870,18-29,"$30,000 to $34,999",Good,Once a week,Rarely,Employed part-time,Suburban and mostly residential,Never married,Some college,Hispanic,Female,5,7,1,3,5,2,2,2,1,3,2,1
1871,45-59,"$30,000 to $34,999",Very good,Several times a week,Rarely,Employed part-time,"Urban near mix of offices, apartments and shops",Divorced,Some college,"White, non-Hispanic",Female,3,7,3,4,6,2,2,2,2,3,1,1
1872,45-59,"$175,000 to $199,999",Excellent,Once every 2 or 3 weeks,Sometimes,Employed full-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Male,3,17,3,5,4,3,1,2,0,3,1,2
1873,18-29,"$15,000 to $19,999",Very good,Everyday,Sometimes,Or are you not in the labor force for other reasons,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"Black, non-Hispanic",Female,1,4,1,4,7,3,4,2,1,4,4,1
1874,45-59,"$40,000 to $49,999",Very good,Once a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,Some college,"Black, non-Hispanic",Female,1,9,3,4,5,1,1,2,2,3,4,1
1875,45-59,"$15,000 to $19,999",Fair,Once every 2 or 3 weeks,Sometimes,Retired and not working at all,Small town,Separated,No HS diploma,"Black, non-Hispanic",Male,1,4,3,2,4,3,3,1,2,1,4,2
